,Name of Institution,Default Rate: 2 yr
4876,MODERN BEAUTY SCHOOL,0.0
4877,JOLIE HAIR AND BEAUTY ACADEMY,33.3
4878,LE CORDON BLEU COLLEGE OF CULINARY ARTS,20.6
4879,UNIFICATION THEOLOGICAL SEMINARY,0.0
4880,POTOMAC COLLEGE,20.2
4881,"SALON PROFESSIONAL ACADEMY, THE",12.7
4882,NEW PROFESSIONS TECHNICAL INSTITUTE,21.2
4883,AMERICAN UNIVERSITY OF HEALTH SCIENCES,2.6
4884,CHOICE HIGH SCHOOL AND TECHNICAL CENTER,50.0
4885,LINCOLN TECHNICAL INSTITUTE,30.3
4886,CHARTER OAK STATE COLLEGE,7.3
4887,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,9.3
4888,L T INTERNATIONAL BEAUTY SCHOOL,40.4
4889,FARIS TECHNICAL INSTITUTE,16.6
4890,FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,2.9
4891,TONI & GUY HAIRDRESSING ACADEMY,36.8
4892,CAREER NETWORKS INSTITUTE,9.4
4893,BOSTON BAPTIST COLLEGE,6.5
4894,COMMUNITY BASED EDUCATION AND DEVELOPMENT,6.4
4895,JONESVILLE BEAUTY SCHOOL,18.1
4896,MARGARET'S HAIR ACADEMY,0.0
4897,FLORIDA GULF COAST UNIVERSITY,7.0
4898,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",9.9
4899,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,0.0
4900,BETHESDA UNIVERSITY OF CALIFORNIA,0.0
4901,CAPELLA UNIVERSITY,9.7
4902,KAPLAN COLLEGE,28.7
4903,INSTITUTE OF NATUROPATHIC EDUCATION AND RESEARCH,0.0
4904,COSMETOLOGY CAREER INSTITUTE,34.9
4905,CHARTER COLLEGE,28.9
4906,MYOTHERAPY INSTITUTE,7.4
4907,SEATTLE INSTITUTE OF ORIENTAL MEDICINE,0.0
4908,VIRGINIA SCHOOL OF MASSAGE,22.0
4909,NORTHWEST HVAC/R ASSOCIATION & TRAINING,45.8
4910,MICHIGAN JEWISH INSTITUTE,0.0
4911,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),10.0
4912,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,9.3
4913,COLORADO HEIGHTS UNIVERSITY,0.0
4914,STRAND COLLEGE OF HAIR DESIGN,11.1
4915,BLUE CLIFF COLLEGE,15.9
4916,BALTIMORE SCHOOL OF MASSAGE,22.6
4917,ALBERTA COLLEGE OF ART & DESIGN,0.0
4918,PACIFIC COLLEGE,7.5
4919,"2ND FACULTY OF MEDICINE, CHARLES UNIVERSITY IN PRAGUE",0.0
4920,"UNIVERZITA KARLOVA V PRAZE, FIRST FACULTY OF MEDICINE (THE)",20.0
4921,CENTURA COLLEGE,33.3
4922,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM,20.0
4923,BRISTOL UNIVERSITY,10.0
4924,MONTESSORI INSTITUTE OF MILWAUKEE,0.0
4925,LINCOLN TECHNICAL INSTITUTE - HARTFORD,19.3
4926,FINE MORTUARY COLLEGE,7.6
4927,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,8.4
4928,CENTRAL CAREER SCHOOL,2.9
4929,HAIR ACADEMY II,50.0
4930,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",14.7
4931,JOHN CABOT UNIVERSITY,11.1
4932,PRYOR BEAUTY COLLEGE,16.6
4933,SOUTHERN CALIFORNIA SEMINARY,6.2
4934,KWANTLEN POLYTECHNIC UNIVERSITY,0.0
4935,DELTA COLLEGE,16.4
4936,MEDICAL UNIVERSITY OF LUBLIN,0.0
4937,UNIVERSIDAD CAT≤LICA NORDESTANA,0.0
4938,MEDICAL UNIVERSITY OF SILESIA (THE),2.7
4939,CANADIAN UNIVERSITY COLLEGE,0.0
4940,CENTURY COLLEGE,60.0
4941,ST. STEPHEN'S UNIVERSITY,0.0
4942,WESTERN GOVERNORS UNIVERSITY,8.0
4943,GLASGOW CALEDONIAN UNIVERSITY,0.0
4944,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,3.8
4945,INTERNATIONAL BAPTIST COLLEGE & SEMINARY,0.0
4946,PROFESSIONAL TRAINING CENTERS,21.6
4947,REDEEMER UNIVERSITY COLLEGE,0.0
4948,"QUEEN MARGARET UNIVERSITY, EDINBURGH",0.0
4949,BOURNEMOUTH UNIVERSITY,0.0
4950,LONDON SOUTH BANK UNIVERSITY,0.0
4951,ACADEMY OF VOCAL ARTS,0.0
4952,RICHMONT GRADUATE UNIVERSITY,1.3
4953,MEDICAL TRAINING COLLEGE,11.1
4954,ALLEN SCHOOL,17.7
4955,SAINT FRANCIS CAREER COLLEGE,18.4
4956,MEDICAL ARTS SCHOOL (THE),13.1
4957,FORTIS COLLEGE,4.9
4958,ARTS EDUCATIONAL SCHOOLS LONDON (THE),0.0
4959,"FACULTY OF MEDICINE AND DENTISTRY, PALACKY UNIVERSITY",33.3
4960,AUCKLAND UNIVERSITY OF TECHNOLOGY,0.0
4961,TROPICAL AGRICULTURAL RESEARCH AND HIGHER EDUCATION CENTER,0.0
4962,PROFESSIONAL GOLFERS CAREER COLLEGE,14.7
4963,COMMUNITY CARE COLLEGE,26.1
4964,MIDWEST TECHNICAL INSTITUTE,20.5
4965,TONI&GUY HAIRDRESSING ACADEMY,28.7
4966,NORTHWEST VISTA COLLEGE,20.5
4967,BEACON COLLEGE,0.0
4968,FLORIDA COASTAL SCHOOL OF LAW,4.3
4969,CHARLES UNIVERSITY IN PRAGUE - 3RD  FACULTY OF MEDICINE,0.0
4970,STAR CAREER ACADEMY,24.5
4971,ACADEMY OF MASSAGE THERAPY,5.7
4972,LINCOLN TECHNICAL INSTITUTE,22.9
4973,INTERNATIONAL CAREER DEVELOPMENT CENTER,6.9
4974,TEXAS STATE TECHNICAL COLLEGE MARSHALL,27.2
4975,BRYAN COLLEGE,10.7
4976,QUEST COLLEGE,18.3
4977,EPIC BIBLE COLLEGE,16.6
4978,RSHT,14.7
4979,BENNETT CAREER INSTITUTE,30.0
4980,INTERNATIONAL TRAINING CAREERS,12.0
4981,ACUPUNCTURE AND MASSAGE COLLEGE,11.8
4982,COMPUTER SYSTEMS INSTITUTE,36.6
4983,VALLEY BEAUTY SCHOOL,28.5
4984,DALLAS NURSING INSTITUTE,14.7
4985,GWINNETT COLLEGE-SANDY SPRINGS,6.8
4986,EDINBURGH NAPIER UNIVERSITY,0.0
4987,NORTHEASTERN SEMINARY,9.5
4988,HOLLAND COLLEGE,0.0
4989,MILAN INSTITUTE,32.0
4990,COLLEGE OF BIBLICAL STUDIES-HOUSTON,15.7
4991,FORTIS COLLEGE,25.9
4992,ROSEDALE BIBLE COLLEGE,0.0
4993,CENTRAL FLORIDA INSTITUTE,16.5
4994,COLLEGE OF HEALTH CARE PROFESSIONS (THE),14.4
4995,CAREER COLLEGES OF AMERICA,19.0
4996,UNIVERSITY OF ANTELOPE VALLEY,30.6
4997,KLAMATH COMMUNITY COLLEGE,31.7
4998,SEACOAST CAREER SCHOOLS,14.1
4999,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,3.0
5000,EAST WEST COLLEGE OF NATURAL MEDICINE,0.0
5001,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,17.2
5002,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,35.2
5003,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,16.6
5004,FORTIS COLLEGE,20.6
5005,ANGLIA  RUSKIN UNIVERSITY,0.0
5006,UPPER VALLEY EDUCATORS INSTITUTE,3.7
5007,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,11.3
5008,MARIAN HEALTH CAREERS CENTER,3.5
5009,IOWA SCHOOL OF BEAUTY,4.1
5010,NEWBRIDGE COLLEGE - SAN DIEGO EAST,30.0
5011,NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,16.6
5012,HDS TRUCK DRIVING INSTITUTE,21.1
5013,FAYETTE BEAUTY ACADEMY,9.0
5014,BUSINESS INDUSTRIAL RESOURCES,20.9
5015,MARINELLO SCHOOL OF BEAUTY,6.6
5016,SHAWNEE BEAUTY COLLEGE,0.0
5017,NATIONAL LABOR COLLEGE,0.0
5018,CORTIVA INSTITUTE - CHICAGO,21.4
5019,CROSSROADS BIBLE COLLEGE,14.5
5020,ALLEGHENY WESLEYAN COLLEGE,0.0
5021,INTERNATIONALES THEOLOGISCHES INSTITUT FUER STUDIEN ZU EHE UND FA,0.0
5022,CAREERS UNLIMITED,0.0
5023,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),3.0
5024,MARINELLO SCHOOL OF BEAUTY,8.1
5025,NATIONAL INSTITUTE OF MASSOTHERAPY,27.5
5026,ATS INSTITUTE OF TECHNOLOGY,16.1
5027,IVAEM COLLEGE,0.0
5028,UNIVERSITY OF THE ARTS LONDON,10.9
5029,TRI-STATE BIBLE COLLEGE,0.0
5030,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,0.0
5031,PHOENIX SEMINARY,0.0
5032,PCI COLLEGE,25.2
5033,FORTIS COLLEGE,17.9
5034,CASCADIA COMMUNITY COLLEGE,15.5
5035,PAUL MITCHELL THE SCHOOL ESCANABA,68.7
5036,EMIL FRIES PIANO HOSPITAL & TRAINING CENTER,0.0
5037,AMERICAN ADVANCED TECHNICIANS INSTITUTE,31.5
5038,UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE,0.0
5039,UNIVERSITY OF CAMBRIDGE - ST. CATHARINE'S COLLEGE,0.0
5040,ALL-STATE CAREER,24.2
5041,UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE,0.0
5042,UNIVERSITY OF OXFORD - HARRIS MANCHESTER COLLEGE,0.0
5043,OMEGA INSTITUTE OF COSMETOLOGY,25.0
5044,LEEDS METROPOLITAN UNIVERSITY,0.0
5045,NATIONAL GRADUATE SCHOOL OF QUALITY MANAGEMENT (THE),2.9
5046,UNIVERSITY OF SUNDERLAND,0.0
5047,ERIKSON INSTITUTE,2.8
5048,LACY COSMETOLOGY SCHOOL,20.4
5049,APEX SCHOOL OF THEOLOGY,12.5
5050,WILLIAMSON CHRISTIAN COLLEGE,0.0
5051,UNIVERSITY OF CENTRAL LANCASHIRE,0.0
5052,KING'S UNIVERSITY (THE),1.6
5053,"EZELL'S COSMETOLOGY SCHOOL, LLC",35.7
5054,UNIVERSITY OF BRIGHTON,25.0
5055,EUROPEAN GRADUATE SCHOOL (EGS),8.6
5056,MISSOURI COLLEGE OF COSMETOLOGY NORTH,17.8
5057,LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL,0.0
5058,AVIATION INSTITUTE OF MAINTENANCE,37.2
5059,SIDNEY'S HAIRDRESSING COLLEGE,10.5
5060,ADVANCED TRAINING ASSOCIATES,0.0
5061,BATH SPA UNIVERSITY,0.0
5062,JONES INTERNATIONAL UNIVERSITY,8.2
5063,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,10.1
5064,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,0.0
5065,INSTITUTE FOR THERAPEUTIC MASSAGE,12.5
5066,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,20.9
5067,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,8.3
5068,CONCORDE CAREER INSTITUTE,20.2
5069,COPPER MOUNTAIN COLLEGE,25.0
5070,HARRIS SCHOOL OF BUSINESS,17.8
5071,UNIVERSITY OF THE ROCKIES,3.3
5072,UNIVERSITY OF GLAMORGAN,25.0
5073,ULTIMATE MEDICAL ACADEMY,27.0
5074,SOUTHEASTERN COLLEGE,16.2
5075,SOUTHEASTERN INSTITUTE,16.1
5076,SOUTHEASTERN INSTITUTE,19.7
5077,KUSSAD INSTITUTE OF COURT REPORTING,10.0
5078,NORTH FLORIDA COSMETOLOGY INSTITUTE,23.5
5079,APPALACHIAN SCHOOL OF LAW,7.0
5080,NIAGARA COLLEGE,0.0
5081,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,0.0
5082,"INTERNATIONAL SCHOOL OF HEALTH, BEAUTY & TECHNOLOGY",33.3
5083,LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER,20.6
5084,CAROLINA CHRISTIAN COLLEGE,40.0
5085,NORTHPOINT BIBLE COLLEGE,5.8
5086,AVIATION INSTITUTE OF MAINTENANCE,40.0
5087,COBA ACADEMY,11.3
5088,TEXAS COUNTY TECHNICAL COLLEGE,25.3
5089,LIVERPOOL JOHN MOORES UNIVERSITY,0.0
5090,COLORADO SCHOOL OF HEALING ARTS,8.3
5091,IRENE'S MYOMASSOLOGY INSTITUTE,10.2
5092,ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH (THE),0.0
5093,AVONDALE COLLEGE,0.0
5094,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,34.2
5095,SOUTHWEST INSTITUTE OF HEALING ARTS,12.4
5096,GRENOBLE ECOLE DE MANAGEMENT,0.0
5097,JAGIELLONIAN UNIVERSITY,0.0
5098,PAUL MITCHELL THE SCHOOL,10.5
5099,UNIVERSITAT JAUME I DE CASTELLO (UJI),0.0
5100,TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY,37.5
5101,MJ'S BEAUTY ACADEMY,29.0
5102,FLORIDA BARBER ACADEMY,34.1
5103,BIRTHWISE MIDWIFERY SCHOOL,14.2
5104,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,24.0
5105,UNIVERSITY OF NORTHERN BRITISH COLUMBIA,0.0
5106,AVIATION INSTITUTE OF MAINTENANCE,33.0
5107,HEALING MOUNTAIN MASSAGE SCHOOL,4.7
5108,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,16.6
5109,FLORIDA INSTITUTE OF ANIMAL ARTS,24.2
5110,UNIVERSITY OF GREENWICH,0.0
5111,BROWN AVEDA INSTITUTE,8.7
5112,LAMAR INSTITUTE OF TECHNOLOGY,19.8
5113,JACKSONVILLE BEAUTY INSTITUTE,41.7
5114,FLORIDA EDUCATION INSTITUTE,6.8
5115,CARVER BIBLE COLLEGE,0.0
5116,WEST COAST ULTRASOUND INSTITUTE,11.5
5117,INSTITUTE OF TECHNOLOGY,15.0
5118,"MR. JOHN'S SCHOOL OF JACKSONVILLE,  INC,",0.0
5119,CANADIAN MENNONITE UNIVERSITY,0.0
5120,RUDY & KELLY ACADEMY OF HAIR AND NAILS,17.1
5121,DESIGN'S SCHOOL OF COSMETOLOGY,29.3
5122,NEW CONCEPTS SCHOOL OF COSMETOLOGY,30.7
5123,PC AGE,11.2
5124,SAINT JOSEPH'S MEDICAL CENTER SCHOOL OF RADIOGRAPHY,37.5
5125,METROPOLITAN LEARNING INSTITUTE,40.0
5126,UNIVERSIDAD DE IBEROAMERICA,0.0
5127,CAREER TRAINING SOLUTIONS,9.6
5128,HOOD THEOLOGICAL SEMINARY,7.2
5129,PILLAR COLLEGE,0.0
5130,BIRTHINGWAY COLLEGE OF MIDWIFERY,0.0
5131,TONI&GUY HAIRDRESSING ACADEMY,2.5
5132,UNIVERSITY OF ABERTAY DUNDEE,0.0
5133,CANADIAN SOUTHERN BAPTIST SEMINARY,0.0
5134,FAMILY OF FAITH COLLEGE,0.0
5135,PIMA MEDICAL INSTITUTE,9.6
5136,JAY'S TECHNICAL INSTITUTE,52.6
5137,CALIFORNIA HEALING ARTS COLLEGE,21.9
5138,DALLAS BARBER & STYLIST COLLEGE,29.5
5139,INTERNATIONAL BARBER & STYLE COLLEGE,19.3
5140,NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA,0.0
5141,UNIVERSITY OF LINCOLN,0.0
5142,MEDICAL UNIVERSITY OF GDANSK,0.0
5143,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,10.5
5144,FAITH EVANGELICAL COLLEGE & SEMINARY,5.7
5145,AVE MARIA SCHOOL OF LAW,1.6
5146,COMMUNITY ENHANCEMENT SERVICES,0.0
5147,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,11.1
5148,SANTIAGO CANYON COLLEGE,20.3
5149,UNIVERSITY OF THE WEST,16.6
5150,SABER COLLEGE,14.0
5151,WEST COAST UNIVERSITY,5.2
5152,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,17.9
5153,REGENCY BEAUTY INSTITUTE - CLEVELAND,3.7
5154,MEMPHIS INSTITUTE OF BARBERING,55.5
5155,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,10.3
5156,BLUE WATER COLLEGE OF COSMETOLOGY,8.3
5157,AMERICAN INSTITUTE,15.5
5158,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,0.0
5159,TREND BARBER COLLEGE,60.5
5160,"UNIVERSITY OF WALES, NEWPORT",0.0
5161,CARLSON COLLEGE OF MASSAGE THERAPY,0.0
5162,CULINARY INSTITUTE LENOTRE,17.8
5163,DIGIPEN INSTITUTE OF TECHNOLOGY,5.0
5164,OHIO MID-WESTERN COLLEGE,27.2
5165,MOORE CAREER COLLEGE,11.9
5166,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,6.6
5167,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,12.2
5168,BATON ROUGE COMMUNITY COLLEGE,0.0
5169,INTERNATIONAL YACHT RESTORATION SCHOOL,20.0
5170,BAPTIST UNIVERSITY OF THE AMERICAS,0.0
5171,JOHN D. ROCKEFELLER IV CAREER CENTER,9.0
5172,INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE,25.0
5173,ATI COLLEGE,18.1
5174,LEGRAND INSTITUTE OF COSMETOLOGY,0.0
5175,SOUTHEASTERN INSTITUTE,24.5
5176,BEXLEY HALL SEMINARY,0.0
5177,DURHAM BEAUTY ACADEMY,12.2
5178,TECHNICAL LEARNING CENTERS,20.7
5179,ESCUELA HOTELERA DE SAN JUAN,14.2
5180,SCHOOL OF URBAN MISSIONS,21.0
5181,MICHAEL'S SCHOOL OF BEAUTY,28.3
5182,ANAMARC COLLEGE,28.6
5183,ADVANCE SCIENCE INSTITUTE,30.3
5184,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,18.1
5185,MEDICAL PROFESSIONAL INSTITUTE,19.2
5186,"ACADEMY OF NAIL, SKIN & HAIR",8.6
5187,CORTIVA INSTITUTE - PENNSYLVANIA,18.4
5188,STYLETRENDS BARBER AND HAIRSTYLING ACADEMY,16.6
5189,NAZARENE THEOLOGICAL COLLEGE,0.0
5190,CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY,0.0
5191,SHEAR ACADEMY,0.0
5192,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,0.0
5193,HEALING ARTS INSTITUTE,4.1
5194,PAUL MITCHELL THE SCHOOL GASTONIA,14.1
5195,HEALTH WORKS INSTITUTE,3.4
5196,PITC INSTITUTE,0.0
5197,BLUE CLIFF CAREER COLLEGE,32.6
5198,ABDILL CAREER COLLEGE,8.0
5199,ADVANCED COLLEGE,25.3
5200,EXPERTISE COSMETOLOGY INSTITUTE,26.4
5201,UNITECH TRAINING ACADEMY,19.4
5202,RIVER PARISHES COMMUNITY COLLEGE,20.1
5203,CAREER CARE INSTITUTE,26.1
5204,HEALTHCARE TRAINING INSTITUTE,28.0
5205,BELLEFONTE ACADEMY OF BEAUTY,13.5
5206,MEDTECH INSTITUTE,24.2
5207,INSTITUTE OF BEAUTY AND WELLNESS (THE),8.8
5208,MICROPOWER CAREER INSTITUTE,27.7
5209,COURT REPORTING INSTITUTE OF LOUISIANA,14.2
5210,EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE,6.2
5211,OMNITECH INSTITUTE,28.3
5212,NORTHCENTRAL UNIVERSITY,12.5
5213,TURNING POINT BEAUTY COLLEGE,28.5
5214,SOKA UNIVERSITY OF AMERICA,7.1
5215,ARTISTIC NAILS & BEAUTY ACADEMY,44.2
5216,AMERICAN GRADUATE SCHOOL IN PARIS,0.0
5217,LEIPZIG GRADUATE SCHOOL OF MANAGEMENT,0.0
5218,AMERICAN PUBLIC UNIVERSITY SYSTEM,7.2
5219,UNIVERSAL COLLEGE OF HEALING ARTS,31.8
5220,PAUL MITCHELL THE SCHOOL - MONROE,0.0
5221,FLORIDA ACADEMY OF HEALTH & BEAUTY,0.0
5222,"ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON",0.0
5223,NEW LIFE THEOLOGICAL SEMINARY,16.6
5224,SKINWORKS SCHOOL OF ADVANCED SKINCARE,11.1
5225,SAE INSTITUTE OF TECHNOLOGY,31.1
5226,INSTITUTE OF HAIR DESIGN,0.0
5227,DADE MEDICAL COLLEGE,24.8
5228,COSMETOLOGY SCHOOL OF ARTS AND SCIENCES,21.0
5229,AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE,0.0
5230,AVEDA FREDRIC'S INSTITUTE,16.6
5231,NIGHTINGALE COLLEGE,16.6
5232,NORTHWEST HEALTH CAREERS,27.0
5233,AVEDA INSTITUTE NEW YORK,12.8
5234,CAREER BEAUTY COLLEGE,0.0
5235,CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY,35.0
5236,PACIFIC LIFE BIBLE COLLEGE,0.0
5237,CRANDALL UNIVERSITY,0.0
5238,DAY SPA CAREER COLLEGE,0.0
5239,MEDICAL UNIVERSITY OF LODZ,11.1
5240,KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,0.0
5241,ECCLESIA COLLEGE,24.0
5242,UNIVERSAL CAREER SCHOOL,14.4
5243,W. L. BONNER COLLEGE,5.8
5244,FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,0.0
5245,E.I.N.E.,16.6
5246,UNIVERSITY COLLEGE FALMOUTH,0.0
5247,WORLD MISSION UNIVERSITY,0.0
5248,LOS ANGELES MUSIC ACADEMY,5.0
5249,FOLSOM LAKE COLLEGE,17.6
5250,INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES,0.0
5251,NORTHLAND INTERNATIONAL UNIVERSITY,1.4
5252,CAMBRIDGE JUNIOR COLLEGE,4.0
5253,COMMUNITY CHRISTIAN COLLEGE,38.8
5254,MCI INSTITUTE OF TECHNOLOGY,33.7
5255,CULPEPER COSMETOLOGY TRAINING CENTER,20.0
5256,PROFESSIONAL MASSAGE TRAINING CENTER,13.0
5257,UNIVERSITY OF GLOUCESTERSHIRE (THE),0.0
5258,UNION GRADUATE COLLEGE,3.1
5259,EUROPEAN MASSAGE THERAPY SCHOOL,5.6
5260,AVIATION INSTITUTE OF MAINTENANCE,24.4
5261,EMPLOYMENT SOLUTIONS,30.0
5262,REGENCY SCHOOL OF HAIR DESIGN,0.0
5263,DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,0.0
5264,STANBRIDGE COLLEGE,0.0
5265,SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,34.4
5266,HUNTSVILLE BIBLE COLLEGE,0.0
5267,INTERNATIONAL SPACE UNIVERSITY,0.0
5268,CALVARY BAPTIST THEOLOGICAL SEMINARY,0.0
5269,PACIFIC COAST TRADE SCHOOL,45.6
5270,RENAISSANCE SCHOOL OF THERAPEUTIC MASSAGE,27.7
5271,AMERICAN BEAUTY SCHOOL,11.3
5272,SOUTHERN TECHNICAL COLLEGE,28.5
5273,PAUL MITCHELL THE SCHOOL GREAT LAKES,33.9
5274,MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY,14.2
5275,NATIONAL POLYTECHNIC COLLEGE,19.6
5276,CROSSETT SCHOOL OF COSMETOLOGY,35.7
5277,"CALC, INSTITUTE OF TECHNOLOGY",7.6
5278,CAREER QUEST LEARNING CENTER,16.1
5279,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,34.6
5280,EVERGREEN BEAUTY AND BARBER COLLEGE,1.6
5281,INSTITUTE OF HAIR DESIGN,51.2
5282,CAMEO COLLEGE OF ESSENTIAL BEAUTY,8.7
5283,PRECISION MANUFACTURING INSTITUTE,18.7
5284,HAIR ACADEMY 110 (THE),35.7
5285,BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK,12.1
5286,MARINELLO SCHOOL OF BEAUTY,26.5
5287,CENTRAL STATE MASSAGE ACADEMY,17.6
5288,BUCHANAN BEAUTY COLLEGE,14.2
5289,TOTAL COSMETOLOGY TRAINING CENTER,15.6
5290,MUELLER COLLEGE,19.4
5291,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,0.0
5292,WOLFORD COLLEGE,0.0
5293,CENTURA INSTITUTE,34.2
5294,DAYTONA COLLEGE,15.7
5295,AVE MARIA UNIVERSITY,18.2
5296,ELITE ACADEMY OF BEAUTY ARTS,15.6
5297,MASSAGE THERAPY TRAINING INSTITUTE,8.3
5298,PROFESSIONAL CAREERS INSTITUTE,39.8
5299,FRANKLIN W. OLIN COLLEGE OF ENGINEERING,0.0
5300,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,19.3
5301,WON INSTITUTE OF GRADUATE STUDIES,0.0
5302,NORTHWEST REGIONAL TECHNOLOGY INSTITUTE,17.2
5303,NATIONAL MASSAGE THERAPY INSTITUTE,26.3
5304,YAKIMA BEAUTY SCHOOL,0.0
5305,BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE,19.5
5306,NEW COLLEGE OF FLORIDA,7.8
5307,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,25.7
5308,AMERICAN INSTITUTE OF MASSAGE THERAPY,0.0
5309,HEALING TOUCH CAREER COLLEGE,5.8
5310,INTERNATIONAL SCHOOL OF BEAUTY,4.7
5311,NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE,0.0
5312,HAIR EXPRESSIONS ACADEMY,8.3
5313,LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,22.2
5314,UEI COLLEGE,16.6
5315,HANDS ON THERAPY,0.0
5316,WELLSPRING SCHOOL OF ALLIED HEALTH,19.1
5317,AMERICAN CAREER COLLEGE,4.9
5318,EX'PRESSION COLLEGE FOR DIGITAL ARTS,17.9
5319,"ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE",0.0
5320,CALIFORNIA CAREER COLLEGE,4.5
5321,INSTITUTE OF PROFESSIONAL CAREERS,0.0
5322,MASSAGE THERAPY INSTITUTE OF COLORADO,10.7
5323,ANN ARBOR INSTITUTE OF MASSAGE THERAPY,13.2
5324,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,6.4
5325,VISIBLE MUSIC COLLEGE,9.5
5326,"SCHOOL OF PROFESSIONAL HORTICULTURE, AT THE N. Y. BOTANICAL GARDE",0.0
5327,CDA TECHNICAL INSTITUTE,31.9
5328,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY,0.0
5329,TEXAS HEALTH SCHOOL,16.6
5330,"SAE INSTITUTE OF TECHNOLOGY, NEW YORK",0.0
5331,UNIVERSITY OF EAST-WEST MEDICINE,0.0
5332,ARKANSAS BEAUTY COLLEGE,14.2
5333,BEAUMONT ADULT SCHOOL,28.1
5334,TRADITIONAL CHINESE MEDICAL COLLEGE OF HAWAII,0.0
5335,PALACE BEAUTY COLLEGE,28.0
5336,ECUMENICAL THEOLOGICAL SEMINARY,0.0
5337,BLAKE AUSTIN COLLEGE,12.6
5338,THUY PRINCESS BEAUTY COLLEGE,100.0
5339,UNITED STATES UNIVERSITY,16.6
